Péssimo;14;;Boas;5038;50,38;50,38
Péssimo;15;;Ótimas;4301;43,01;93,39
Péssimo;15;;Ruins;654;6,54;99,93
Péssimo;15;;Péssimas;7;0,07;100
Péssimo;17;;;10000;100;
Péssimo;17;;;;;
Péssimo;17;;;;;
Ruim;19;;;;;
Ruim;19;;;;;
Ruim;20;;;;;
Ruim;20;;;;;
Ruim;20;;;;;
Ruim;20;;;;;
Ruim;20;;;;;
Ruim;20;;;;;
Ruim;20;;;;;
Ruim;20;;;;;
Ruim;20;;;;;
Ruim;20;;;;;
Ruim;20;;;;;
Ruim;21;;;;;
Ruim;21;;;;;
Ruim;21;;;;;
Ruim;21;;;;;
Ruim;21;;;;;
Ruim;21;;;;;
Ruim;21;;;;;
Ruim;22;;;;;
Ruim;22;;;;;
Ruim;22;;;;;
Ruim;22;;;;;
Ruim;22;;;;;
Ruim;22;;;;;
Ruim;22;;;;;
Ruim;22;;;;;
Ruim;22;;;;;
Ruim;22;;;;;
Ruim;22;;;;;
Ruim;23;;;;;
Ruim;23;;;;;
Ruim;23;;;;;
Ruim;23;;;;;
Ruim;23;;;;;
Ruim;23;;;;;
Ruim;23;;;;;
Ruim;24;;;;;
Ruim;24;;;;;
Ruim;24;;;;;
Ruim;24;;;;;
Ruim;25;;;;;
Ruim;25;;;;;
Ruim;25;;;;;
Ruim;25;;;;;
Ruim;25;;;;;
Ruim;25;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;26;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;27;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;28;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;29;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
Ruim;30;;;;;
